district,week,week_of_year,year,month,cholera_cases,typhoid_cases,add_cases,total_wb_cases,latitude,longitude
Buldhana,24-05-2021,21,2021,5,1,6,58,66,20.529,76.184
Buldhana,31-05-2021,22,2021,5,2,8,44,58,20.529,76.184
Buldhana,07-06-2021,23,2021,6,0,8,125,140,20.529,76.184
Buldhana,14-06-2021,24,2021,6,0,4,119,127,20.529,76.184
Buldhana,21-06-2021,25,2021,6,0,5,111,119,20.529,76.184
Buldhana,28-06-2021,26,2021,6,0,6,122,135,20.529,76.184
Buldhana,05-07-2021,27,2021,7,1,10,128,145,20.529,76.184
Buldhana,12-07-2021,28,2021,7,1,10,129,143,20.529,76.184
Buldhana,19-07-2021,29,2021,7,1,7,128,140,20.529,76.184
Buldhana,26-07-2021,30,2021,7,1,10,108,125,20.529,76.184
Buldhana,02-08-2021,31,2021,8,0,8,108,119,20.529,76.184
Buldhana,09-08-2021,32,2021,8,0,7,109,119,20.529,76.184
Buldhana,16-08-2021,33,2021,8,4,11,111,128,20.529,76.184
Buldhana,23-08-2021,34,2021,8,0,6,112,125,20.529,76.184
Buldhana,30-08-2021,35,2021,8,0,11,111,129,20.529,76.184
Buldhana,06-09-2021,36,2021,9,0,6,104,114,20.529,76.184
Buldhana,13-09-2021,37,2021,9,0,8,108,122,20.529,76.184
Buldhana,20-09-2021,38,2021,9,0,9,129,141,20.529,76.184
Buldhana,27-09-2021,39,2021,9,1,7,128,138,20.529,76.184
Buldhana,04-10-2021,40,2021,10,0,4,46,53,20.529,76.184
Buldhana,11-10-2021,41,2021,10,1,6,42,52,20.529,76.184
Buldhana,18-10-2021,42,2021,10,0,3,54,61,20.529,76.184
Buldhana,25-10-2021,43,2021,10,0,5,38,48,20.529,76.184
Buldhana,01-11-2021,44,2021,11,0,4,55,64,20.529,76.184
Buldhana,08-11-2021,45,2021,11,0,5,40,48,20.529,76.184
Buldhana,15-11-2021,46,2021,11,1,7,49,59,20.529,76.184
Buldhana,22-11-2021,47,2021,11,0,7,43,52,20.529,76.184
Buldhana,29-11-2021,48,2021,11,0,3,40,44,20.529,76.184
Buldhana,06-12-2021,49,2021,12,0,6,30,38,20.529,76.184
Buldhana,13-12-2021,50,2021,12,0,4,29,34,20.529,76.184
Buldhana,20-12-2021,51,2021,12,0,3,30,35,20.529,76.184
Buldhana,27-12-2021,52,2021,12,0,4,25,30,20.529,76.184
Buldhana,03-01-2022,1,2022,1,0,3,24,28,20.529,76.184
Buldhana,10-01-2022,2,2022,1,0,5,31,43,20.529,76.184
Buldhana,17-01-2022,3,2022,1,0,3,37,43,20.529,76.184
Buldhana,24-01-2022,4,2022,1,0,6,31,42,20.529,76.184
Buldhana,31-01-2022,5,2022,1,0,5,28,34,20.529,76.184
Buldhana,07-02-2022,6,2022,2,1,6,20,28,20.529,76.184
Buldhana,14-02-2022,7,2022,2,1,4,40,47,20.529,76.184
Buldhana,21-02-2022,8,2022,2,0,6,29,37,20.529,76.184
Buldhana,28-02-2022,9,2022,2,0,6,28,37,20.529,76.184
Buldhana,07-03-2022,10,2022,3,0,3,28,38,20.529,76.184
Buldhana,14-03-2022,11,2022,3,3,5,36,50,20.529,76.184
Buldhana,21-03-2022,12,2022,3,0,6,30,37,20.529,76.184
Buldhana,28-03-2022,13,2022,3,0,5,37,45,20.529,76.184
Buldhana,04-04-2022,14,2022,4,0,12,58,74,20.529,76.184
Buldhana,11-04-2022,15,2022,4,1,7,60,71,20.529,76.184
Buldhana,18-04-2022,16,2022,4,1,13,63,79,20.529,76.184
Buldhana,25-04-2022,17,2022,4,0,8,54,62,20.529,76.184
Buldhana,02-05-2022,18,2022,5,0,11,66,81,20.529,76.184
Buldhana,09-05-2022,19,2022,5,0,7,52,65,20.529,76.184
Buldhana,16-05-2022,20,2022,5,0,8,56,66,20.529,76.184
Buldhana,23-05-2022,21,2022,5,0,9,61,74,20.529,76.184
Buldhana,30-05-2022,22,2022,5,2,10,54,71,20.529,76.184
Buldhana,06-06-2022,23,2022,6,0,8,105,117,20.529,76.184
Buldhana,13-06-2022,24,2022,6,1,5,89,97,20.529,76.184
Buldhana,20-06-2022,25,2022,6,0,6,112,122,20.529,76.184
Buldhana,27-06-2022,26,2022,6,2,7,103,116,20.529,76.184
Buldhana,04-07-2022,27,2022,7,2,2,103,109,20.529,76.184
Buldhana,11-07-2022,28,2022,7,0,7,120,132,20.529,76.184
Buldhana,18-07-2022,29,2022,7,0,9,111,123,20.529,76.184
Buldhana,25-07-2022,30,2022,7,2,10,102,116,20.529,76.184
Buldhana,01-08-2022,31,2022,8,0,11,111,127,20.529,76.184
Buldhana,08-08-2022,32,2022,8,2,9,105,119,20.529,76.184
Buldhana,15-08-2022,33,2022,8,1,7,131,146,20.529,76.184
Buldhana,22-08-2022,34,2022,8,0,9,106,118,20.529,76.184
Buldhana,29-08-2022,35,2022,8,1,7,121,135,20.529,76.184
Buldhana,05-09-2022,36,2022,9,0,8,113,122,20.529,76.184
Buldhana,12-09-2022,37,2022,9,2,5,115,126,20.529,76.184
Buldhana,19-09-2022,38,2022,9,1,14,117,137,20.529,76.184
Buldhana,26-09-2022,39,2022,9,0,14,110,126,20.529,76.184
Buldhana,03-10-2022,40,2022,10,0,4,52,62,20.529,76.184
Buldhana,10-10-2022,41,2022,10,1,4,56,63,20.529,76.184
Buldhana,17-10-2022,42,2022,10,1,0,46,53,20.529,76.184
Buldhana,24-10-2022,43,2022,10,0,5,57,67,20.529,76.184
Buldhana,31-10-2022,44,2022,10,0,8,50,58,20.529,76.184
Buldhana,07-11-2022,45,2022,11,0,4,37,46,20.529,76.184
Buldhana,14-11-2022,46,2022,11,0,4,43,50,20.529,76.184
Buldhana,21-11-2022,47,2022,11,1,5,50,59,20.529,76.184
Buldhana,28-11-2022,48,2022,11,0,10,50,61,20.529,76.184
Buldhana,05-12-2022,49,2022,12,0,3,27,32,20.529,76.184
Buldhana,12-12-2022,50,2022,12,0,9,29,41,20.529,76.184
Buldhana,19-12-2022,51,2022,12,0,7,34,43,20.529,76.184
Buldhana,26-12-2022,52,2022,12,0,6,38,47,20.529,76.184
Buldhana,02-01-2023,1,2023,1,1,6,21,32,20.529,76.184
Buldhana,09-01-2023,2,2023,1,1,8,23,32,20.529,76.184
Buldhana,16-01-2023,3,2023,1,1,3,34,41,20.529,76.184
Buldhana,23-01-2023,4,2023,1,0,6,36,44,20.529,76.184
Buldhana,30-01-2023,5,2023,1,0,7,25,34,20.529,76.184
Buldhana,06-02-2023,6,2023,2,0,5,38,44,20.529,76.184
Buldhana,13-02-2023,7,2023,2,0,1,30,34,20.529,76.184
Buldhana,20-02-2023,8,2023,2,0,10,26,37,20.529,76.184
Buldhana,27-02-2023,9,2023,2,0,4,30,38,20.529,76.184
Buldhana,06-03-2023,10,2023,3,0,5,33,41,20.529,76.184
Buldhana,13-03-2023,11,2023,3,0,5,36,42,20.529,76.184
Buldhana,20-03-2023,12,2023,3,1,6,34,44,20.529,76.184
Buldhana,27-03-2023,13,2023,3,1,7,34,44,20.529,76.184
Buldhana,03-04-2023,14,2023,4,3,9,59,71,20.529,76.184
Buldhana,10-04-2023,15,2023,4,0,13,63,79,20.529,76.184
Buldhana,17-04-2023,16,2023,4,1,5,73,85,20.529,76.184
Buldhana,24-04-2023,17,2023,4,0,11,61,77,20.529,76.184
Buldhana,01-05-2023,18,2023,5,0,10,58,72,20.529,76.184
Buldhana,08-05-2023,19,2023,5,0,4,65,71,20.529,76.184
Buldhana,15-05-2023,20,2023,5,0,13,61,77,20.529,76.184
Buldhana,22-05-2023,21,2023,5,0,10,55,70,20.529,76.184
Buldhana,29-05-2023,22,2023,5,1,8,62,76,20.529,76.184
Buldhana,05-06-2023,23,2023,6,0,8,134,146,20.529,76.184
Buldhana,12-06-2023,24,2023,6,0,8,87,97,20.529,76.184
Buldhana,19-06-2023,25,2023,6,1,7,120,132,20.529,76.184
Buldhana,26-06-2023,26,2023,6,0,4,107,114,20.529,76.184
Buldhana,03-07-2023,27,2023,7,2,8,140,151,20.529,76.184
Buldhana,10-07-2023,28,2023,7,0,14,106,130,20.529,76.184
Buldhana,17-07-2023,29,2023,7,0,7,94,107,20.529,76.184
Buldhana,24-07-2023,30,2023,7,2,13,105,123,20.529,76.184
Buldhana,31-07-2023,31,2023,7,1,5,120,130,20.529,76.184
Buldhana,07-08-2023,32,2023,8,1,6,112,125,20.529,76.184
Buldhana,14-08-2023,33,2023,8,0,9,114,124,20.529,76.184
Buldhana,21-08-2023,34,2023,8,0,5,109,117,20.529,76.184
Buldhana,28-08-2023,35,2023,8,1,8,141,155,20.529,76.184
Buldhana,04-09-2023,36,2023,9,0,7,139,152,20.529,76.184
Buldhana,11-09-2023,37,2023,9,1,11,107,123,20.529,76.184
Buldhana,18-09-2023,38,2023,9,0,8,106,122,20.529,76.184
Buldhana,25-09-2023,39,2023,9,0,10,120,134,20.529,76.184
Buldhana,02-10-2023,40,2023,10,0,3,46,51,20.529,76.184
Buldhana,09-10-2023,41,2023,10,0,4,49,55,20.529,76.184
Buldhana,16-10-2023,42,2023,10,0,7,50,58,20.529,76.184
Buldhana,23-10-2023,43,2023,10,0,2,61,67,20.529,76.184
Buldhana,30-10-2023,44,2023,10,1,8,49,64,20.529,76.184
Buldhana,06-11-2023,45,2023,11,0,5,46,54,20.529,76.184
Buldhana,13-11-2023,46,2023,11,0,6,53,64,20.529,76.184
Buldhana,20-11-2023,47,2023,11,0,9,43,53,20.529,76.184
Buldhana,27-11-2023,48,2023,11,1,8,43,57,20.529,76.184
Buldhana,04-12-2023,49,2023,12,0,9,25,36,20.529,76.184
Buldhana,11-12-2023,50,2023,12,1,5,40,47,20.529,76.184
Buldhana,18-12-2023,51,2023,12,0,1,35,41,20.529,76.184
Buldhana,25-12-2023,52,2023,12,0,8,28,38,20.529,76.184
Akola,07-01-2019,2,2019,1,0,5,18,24,20.709,77.007
Akola,14-01-2019,3,2019,1,0,0,20,21,20.709,77.007
Akola,21-01-2019,4,2019,1,0,3,16,22,20.709,77.007
Akola,28-01-2019,5,2019,1,0,3,25,31,20.709,77.007
Akola,04-02-2019,6,2019,2,1,4,18,24,20.709,77.007
Akola,11-02-2019,7,2019,2,0,4,17,22,20.709,77.007
Akola,18-02-2019,8,2019,2,0,4,21,26,20.709,77.007
Akola,25-02-2019,9,2019,2,0,3,20,25,20.709,77.007
Akola,04-03-2019,10,2019,3,0,7,19,28,20.709,77.007
Akola,11-03-2019,11,2019,3,0,2,16,21,20.709,77.007
Akola,18-03-2019,12,2019,3,1,8,19,31,20.709,77.007
Akola,25-03-2019,13,2019,3,1,1,11,15,20.709,77.007
Akola,01-04-2019,14,2019,4,0,6,34,42,20.709,77.007
Akola,08-04-2019,15,2019,4,0,9,29,39,20.709,77.007
Akola,15-04-2019,16,2019,4,0,7,40,48,20.709,77.007
Akola,22-04-2019,17,2019,4,0,7,45,54,20.709,77.007
Akola,29-04-2019,18,2019,4,0,6,34,41,20.709,77.007
Akola,06-05-2019,19,2019,5,0,6,43,50,20.709,77.007
Akola,13-05-2019,20,2019,5,1,11,43,58,20.709,77.007
Akola,20-05-2019,21,2019,5,0,9,39,50,20.709,77.007
Akola,27-05-2019,22,2019,5,0,10,33,43,20.709,77.007
Akola,03-06-2019,23,2019,6,1,7,54,65,20.709,77.007
Akola,10-06-2019,24,2019,6,0,3,62,66,20.709,77.007
Akola,17-06-2019,25,2019,6,0,8,84,95,20.709,77.007
Akola,24-06-2019,26,2019,6,0,4,63,72,20.709,77.007
Akola,01-07-2019,27,2019,7,0,2,59,62,20.709,77.007
Akola,08-07-2019,28,2019,7,0,7,80,89,20.709,77.007
Akola,15-07-2019,29,2019,7,0,6,73,82,20.709,77.007
Akola,22-07-2019,30,2019,7,0,3,87,91,20.709,77.007
Akola,29-07-2019,31,2019,7,0,5,71,82,20.709,77.007
Akola,05-08-2019,32,2019,8,0,4,62,69,20.709,77.007
Akola,12-08-2019,33,2019,8,0,9,65,75,20.709,77.007
Akola,19-08-2019,34,2019,8,1,6,62,70,20.709,77.007
Akola,26-08-2019,35,2019,8,1,5,66,77,20.709,77.007
Akola,02-09-2019,36,2019,9,0,2,81,88,20.709,77.007
Akola,09-09-2019,37,2019,9,0,7,73,80,20.709,77.007
Akola,16-09-2019,38,2019,9,0,3,57,61,20.709,77.007
Akola,23-09-2019,39,2019,9,0,8,63,75,20.709,77.007
Akola,30-09-2019,40,2019,9,0,3,79,84,20.709,77.007
Akola,07-10-2019,41,2019,10,1,5,27,35,20.709,77.007
Akola,14-10-2019,42,2019,10,0,4,23,31,20.709,77.007
Akola,21-10-2019,43,2019,10,0,3,25,30,20.709,77.007
Akola,28-10-2019,44,2019,10,0,4,31,36,20.709,77.007
Akola,04-11-2019,45,2019,11,0,6,27,37,20.709,77.007
Akola,11-11-2019,46,2019,11,0,4,16,23,20.709,77.007
Akola,18-11-2019,47,2019,11,0,2,30,36,20.709,77.007
Akola,25-11-2019,48,2019,11,0,4,38,46,20.709,77.007
Akola,02-12-2019,49,2019,12,0,0,15,18,20.709,77.007
Akola,09-12-2019,50,2019,12,0,4,27,36,20.709,77.007
Akola,16-12-2019,51,2019,12,0,2,20,24,20.709,77.007
Akola,23-12-2019,52,2019,12,0,3,26,30,20.709,77.007
Akola,30-12-2019,1,2019,12,0,3,13,18,20.709,77.007
Akola,06-01-2020,2,2020,1,0,4,22,28,20.709,77.007
Akola,13-01-2020,3,2020,1,0,4,13,17,20.709,77.007
Akola,20-01-2020,4,2020,1,0,3,16,21,20.709,77.007
Akola,27-01-2020,5,2020,1,0,0,15,18,20.709,77.007
Akola,03-02-2020,6,2020,2,0,2,23,27,20.709,77.007
Akola,10-02-2020,7,2020,2,0,4,18,25,20.709,77.007
Akola,17-02-2020,8,2020,2,0,3,23,26,20.709,77.007
Akola,24-02-2020,9,2020,2,0,2,26,29,20.709,77.007
Akola,02-03-2020,10,2020,3,0,2,30,34,20.709,77.007
Akola,09-03-2020,11,2020,3,0,3,19,23,20.709,77.007
Akola,16-03-2020,12,2020,3,0,1,18,22,20.709,77.007
Akola,23-03-2020,13,2020,3,1,4,26,32,20.709,77.007
Akola,30-03-2020,14,2020,3,0,3,25,28,20.709,77.007
Akola,06-04-2020,15,2020,4,0,4,29,35,20.709,77.007
Akola,13-04-2020,16,2020,4,0,7,37,47,20.709,77.007
Akola,20-04-2020,17,2020,4,0,7,42,50,20.709,77.007
Akola,27-04-2020,18,2020,4,0,7,45,56,20.709,77.007
Akola,04-05-2020,19,2020,5,0,3,44,49,20.709,77.007
Akola,11-05-2020,20,2020,5,0,12,39,52,20.709,77.007
Akola,18-05-2020,21,2020,5,0,9,32,44,20.709,77.007
Akola,25-05-2020,22,2020,5,0,6,39,47,20.709,77.007
Akola,01-06-2020,23,2020,6,0,8,64,72,20.709,77.007
Akola,08-06-2020,24,2020,6,1,4,83,92,20.709,77.007
Akola,15-06-2020,25,2020,6,2,5,72,81,20.709,77.007
Akola,22-06-2020,26,2020,6,0,4,66,73,20.709,77.007
Akola,29-06-2020,27,2020,6,0,7,54,63,20.709,77.007
Akola,06-07-2020,28,2020,7,0,6,65,73,20.709,77.007
Akola,13-07-2020,29,2020,7,1,4,73,78,20.709,77.007
Akola,20-07-2020,30,2020,7,1,7,59,68,20.709,77.007
Akola,27-07-2020,31,2020,7,0,7,76,86,20.709,77.007
Akola,03-08-2020,32,2020,8,1,8,71,83,20.709,77.007
Akola,10-08-2020,33,2020,8,0,7,69,83,20.709,77.007
Akola,17-08-2020,34,2020,8,0,4,76,84,20.709,77.007
Akola,24-08-2020,35,2020,8,1,2,80,86,20.709,77.007
Akola,31-08-2020,36,2020,8,1,3,77,82,20.709,77.007
Akola,07-09-2020,37,2020,9,0,2,63,71,20.709,77.007
Akola,14-09-2020,38,2020,9,0,7,75,82,20.709,77.007
Akola,21-09-2020,39,2020,9,0,8,62,75,20.709,77.007
Akola,28-09-2020,40,2020,9,0,6,65,73,20.709,77.007
Akola,05-10-2020,41,2020,10,0,0,31,33,20.709,77.007
Akola,12-10-2020,42,2020,10,0,4,24,30,20.709,77.007
Akola,19-10-2020,43,2020,10,0,4,31,38,20.709,77.007
Akola,26-10-2020,44,2020,10,0,0,26,30,20.709,77.007
Akola,02-11-2020,45,2020,11,1,5,39,45,20.709,77.007
Akola,09-11-2020,46,2020,11,0,5,36,45,20.709,77.007
Akola,16-11-2020,47,2020,11,0,3,39,43,20.709,77.007
Akola,23-11-2020,48,2020,11,0,2,33,36,20.709,77.007
Akola,30-11-2020,49,2020,11,0,5,38,48,20.709,77.007
Akola,07-12-2020,50,2020,12,0,4,13,20,20.709,77.007
Akola,14-12-2020,51,2020,12,0,1,23,27,20.709,77.007
Akola,21-12-2020,52,2020,12,0,2,21,24,20.709,77.007
Akola,28-12-2020,53,2020,12,0,2,23,25,20.709,77.007
Akola,04-01-2021,1,2021,1,0,0,12,13,20.709,77.007
Akola,11-01-2021,2,2021,1,0,5,19,26,20.709,77.007
Akola,18-01-2021,3,2021,1,0,5,15,23,20.709,77.007
Akola,25-01-2021,4,2021,1,0,8,24,32,20.709,77.007
Akola,01-02-2021,5,2021,2,0,2,20,24,20.709,77.007
Akola,08-02-2021,6,2021,2,0,4,21,29,20.709,77.007
Akola,15-02-2021,7,2021,2,0,4,16,23,20.709,77.007
Akola,22-02-2021,8,2021,2,0,3,22,26,20.709,77.007
Akola,01-03-2021,9,2021,3,1,3,15,21,20.709,77.007
Akola,08-03-2021,10,2021,3,0,4,31,35,20.709,77.007
Akola,15-03-2021,11,2021,3,0,1,19,23,20.709,77.007
Akola,22-03-2021,12,2021,3,0,1,22,24,20.709,77.007
Akola,29-03-2021,13,2021,3,0,1,20,22,20.709,77.007
Akola,05-04-2021,14,2021,4,0,5,26,31,20.709,77.007
Akola,12-04-2021,15,2021,4,0,6,38,45,20.709,77.007
Akola,19-04-2021,16,2021,4,0,5,34,44,20.709,77.007
Akola,26-04-2021,17,2021,4,1,3,44,50,20.709,77.007
Akola,03-05-2021,18,2021,5,0,9,37,51,20.709,77.007
Akola,10-05-2021,19,2021,5,0,4,33,40,20.709,77.007
Akola,17-05-2021,20,2021,5,1,0,29,35,20.709,77.007
Akola,24-05-2021,21,2021,5,0,8,30,39,20.709,77.007
Akola,31-05-2021,22,2021,5,0,4,41,47,20.709,77.007
Akola,07-06-2021,23,2021,6,1,1,87,92,20.709,77.007
Akola,14-06-2021,24,2021,6,1,4,76,92,20.709,77.007
Akola,21-06-2021,25,2021,6,0,6,69,76,20.709,77.007
Akola,28-06-2021,26,2021,6,1,8,63,76,20.709,77.007
Akola,05-07-2021,27,2021,7,0,3,82,86,20.709,77.007
Akola,12-07-2021,28,2021,7,1,7,64,75,20.709,77.007
Akola,19-07-2021,29,2021,7,0,6,61,68,20.709,77.007
Akola,26-07-2021,30,2021,7,0,5,67,73,20.709,77.007
Akola,02-08-2021,31,2021,8,1,11,68,81,20.709,77.007
Akola,09-08-2021,32,2021,8,0,2,79,82,20.709,77.007
Akola,16-08-2021,33,2021,8,1,4,63,76,20.709,77.007
Akola,23-08-2021,34,2021,8,1,4,67,76,20.709,77.007
Akola,30-08-2021,35,2021,8,0,6,74,80,20.709,77.007
Akola,06-09-2021,36,2021,9,0,6,76,85,20.709,77.007
Akola,13-09-2021,37,2021,9,0,2,59,69,20.709,77.007
Akola,20-09-2021,38,2021,9,0,5,68,77,20.709,77.007
Akola,27-09-2021,39,2021,9,0,6,83,95,20.709,77.007
Akola,04-10-2021,40,2021,10,0,5,34,39,20.709,77.007
Akola,11-10-2021,41,2021,10,1,7,24,33,20.709,77.007
Akola,18-10-2021,42,2021,10,0,2,29,36,20.709,77.007
Akola,25-10-2021,43,2021,10,1,3,37,43,20.709,77.007
Akola,01-11-2021,44,2021,11,0,2,27,32,20.709,77.007
Akola,08-11-2021,45,2021,11,0,3,25,29,20.709,77.007
Akola,15-11-2021,46,2021,11,1,3,26,32,20.709,77.007
Akola,22-11-2021,47,2021,11,2,3,29,35,20.709,77.007
Akola,29-11-2021,48,2021,11,0,1,29,32,20.709,77.007
Akola,06-12-2021,49,2021,12,0,4,18,24,20.709,77.007
Akola,13-12-2021,50,2021,12,0,3,24,29,20.709,77.007
Akola,20-12-2021,51,2021,12,0,2,17,23,20.709,77.007
Akola,27-12-2021,52,2021,12,0,1,16,18,20.709,77.007
Akola,03-01-2022,1,2022,1,0,4,24,31,20.709,77.007
Akola,10-01-2022,2,2022,1,0,1,16,20,20.709,77.007
Akola,17-01-2022,3,2022,1,0,9,18,28,20.709,77.007
Akola,24-01-2022,4,2022,1,0,2,14,19,20.709,77.007
Akola,31-01-2022,5,2022,1,0,2,21,24,20.709,77.007
Akola,07-02-2022,6,2022,2,0,1,15,18,20.709,77.007
Akola,14-02-2022,7,2022,2,0,5,24,32,20.709,77.007
Akola,21-02-2022,8,2022,2,0,2,22,25,20.709,77.007
Akola,28-02-2022,9,2022,2,1,2,16,23,20.709,77.007
Akola,07-03-2022,10,2022,3,0,7,24,33,20.709,77.007
Akola,14-03-2022,11,2022,3,0,4,24,30,20.709,77.007
Akola,21-03-2022,12,2022,3,0,6,19,25,20.709,77.007
Akola,28-03-2022,13,2022,3,1,4,16,23,20.709,77.007
Akola,04-04-2022,14,2022,4,0,6,32,41,20.709,77.007
Akola,11-04-2022,15,2022,4,0,4,33,38,20.709,77.007
Akola,18-04-2022,16,2022,4,1,10,27,45,20.709,77.007
Akola,25-04-2022,17,2022,4,1,5,44,53,20.709,77.007
Akola,02-05-2022,18,2022,5,0,3,31,35,20.709,77.007
Akola,09-05-2022,19,2022,5,0,7,47,55,20.709,77.007
Akola,16-05-2022,20,2022,5,1,7,36,47,20.709,77.007
Akola,23-05-2022,21,2022,5,0,9,35,45,20.709,77.007
Akola,30-05-2022,22,2022,5,0,10,31,43,20.709,77.007
Akola,06-06-2022,23,2022,6,0,3,76,82,20.709,77.007
Akola,13-06-2022,24,2022,6,0,9,70,82,20.709,77.007
Akola,20-06-2022,25,2022,6,2,5,80,90,20.709,77.007
Akola,27-06-2022,26,2022,6,1,1,66,69,20.709,77.007
Akola,04-07-2022,27,2022,7,0,10,64,76,20.709,77.007
Akola,11-07-2022,28,2022,7,0,8,71,82,20.709,77.007
Akola,18-07-2022,29,2022,7,0,6,64,73,20.709,77.007
Akola,25-07-2022,30,2022,7,0,5,61,67,20.709,77.007
Akola,01-08-2022,31,2022,8,0,3,66,72,20.709,77.007
Akola,08-08-2022,32,2022,8,0,5,62,67,20.709,77.007
Akola,15-08-2022,33,2022,8,0,5,76,84,20.709,77.007
Akola,22-08-2022,34,2022,8,0,7,86,95,20.709,77.007
Akola,29-08-2022,35,2022,8,0,4,70,77,20.709,77.007
Akola,05-09-2022,36,2022,9,1,4,69,76,20.709,77.007
Akola,12-09-2022,37,2022,9,0,3,71,76,20.709,77.007
Akola,19-09-2022,38,2022,9,2,3,66,72,20.709,77.007
Akola,26-09-2022,39,2022,9,1,3,68,76,20.709,77.007
Akola,03-10-2022,40,2022,10,0,4,28,36,20.709,77.007
Akola,10-10-2022,41,2022,10,0,6,33,41,20.709,77.007
Akola,17-10-2022,42,2022,10,0,3,33,37,20.709,77.007
Akola,24-10-2022,43,2022,10,1,3,26,33,20.709,77.007
Akola,31-10-2022,44,2022,10,0,1,25,30,20.709,77.007
Akola,07-11-2022,45,2022,11,1,5,25,33,20.709,77.007
Akola,14-11-2022,46,2022,11,0,3,27,30,20.709,77.007
Akola,21-11-2022,47,2022,11,0,6,30,37,20.709,77.007
Akola,28-11-2022,48,2022,11,0,3,34,37,20.709,77.007
Akola,05-12-2022,49,2022,12,0,4,23,30,20.709,77.007
Akola,12-12-2022,50,2022,12,0,4,19,25,20.709,77.007
Akola,19-12-2022,51,2022,12,0,1,7,11,20.709,77.007
Akola,26-12-2022,52,2022,12,0,7,16,24,20.709,77.007
Akola,02-01-2023,1,2023,1,1,4,27,34,20.709,77.007
Akola,09-01-2023,2,2023,1,0,3,21,25,20.709,77.007
Akola,16-01-2023,3,2023,1,0,5,23,31,20.709,77.007
Akola,23-01-2023,4,2023,1,0,2,13,19,20.709,77.007
Akola,30-01-2023,5,2023,1,0,2,17,21,20.709,77.007
Akola,06-02-2023,6,2023,2,0,4,20,26,20.709,77.007
Akola,13-02-2023,7,2023,2,1,1,21,23,20.709,77.007
Akola,20-02-2023,8,2023,2,0,4,18,24,20.709,77.007
Akola,27-02-2023,9,2023,2,0,2,34,39,20.709,77.007
Akola,06-03-2023,10,2023,3,0,3,15,19,20.709,77.007
Akola,13-03-2023,11,2023,3,0,1,19,20,20.709,77.007
Akola,20-03-2023,12,2023,3,0,4,19,26,20.709,77.007
Akola,27-03-2023,13,2023,3,0,6,18,28,20.709,77.007
Akola,03-04-2023,14,2023,4,0,6,36,45,20.709,77.007
Akola,10-04-2023,15,2023,4,0,10,34,45,20.709,77.007
Akola,17-04-2023,16,2023,4,0,6,41,52,20.709,77.007
Akola,24-04-2023,17,2023,4,0,4,35,42,20.709,77.007
Akola,01-05-2023,18,2023,5,0,11,37,50,20.709,77.007
Akola,08-05-2023,19,2023,5,0,4,38,45,20.709,77.007
Akola,15-05-2023,20,2023,5,0,1,39,46,20.709,77.007
Akola,22-05-2023,21,2023,5,0,5,42,49,20.709,77.007
Akola,29-05-2023,22,2023,5,1,8,27,38,20.709,77.007
Akola,05-06-2023,23,2023,6,0,7,65,74,20.709,77.007
Akola,12-06-2023,24,2023,6,1,6,72,79,20.709,77.007
Akola,19-06-2023,25,2023,6,0,9,68,78,20.709,77.007
Akola,26-06-2023,26,2023,6,0,4,66,75,20.709,77.007
Akola,03-07-2023,27,2023,7,1,4,84,94,20.709,77.007
Akola,10-07-2023,28,2023,7,0,7,69,79,20.709,77.007
Akola,17-07-2023,29,2023,7,1,3,86,93,20.709,77.007
Akola,24-07-2023,30,2023,7,0,5,73,80,20.709,77.007
Akola,31-07-2023,31,2023,7,0,7,64,75,20.709,77.007
Akola,07-08-2023,32,2023,8,1,5,86,92,20.709,77.007
Akola,14-08-2023,33,2023,8,0,0,66,67,20.709,77.007
Akola,21-08-2023,34,2023,8,0,1,63,65,20.709,77.007
Akola,28-08-2023,35,2023,8,1,7,57,70,20.709,77.007
Akola,04-09-2023,36,2023,9,0,5,60,68,20.709,77.007
Akola,11-09-2023,37,2023,9,0,4,74,79,20.709,77.007
Akola,18-09-2023,38,2023,9,1,3,69,75,20.709,77.007
Akola,25-09-2023,39,2023,9,0,5,77,84,20.709,77.007
Akola,02-10-2023,40,2023,10,0,2,26,31,20.709,77.007
Akola,09-10-2023,41,2023,10,0,4,29,34,20.709,77.007
Akola,16-10-2023,42,2023,10,0,1,25,27,20.709,77.007
Akola,23-10-2023,43,2023,10,0,1,26,28,20.709,77.007
Akola,30-10-2023,44,2023,10,0,3,33,37,20.709,77.007
Akola,06-11-2023,45,2023,11,0,0,25,27,20.709,77.007
Akola,13-11-2023,46,2023,11,0,0,30,34,20.709,77.007
Akola,20-11-2023,47,2023,11,1,6,26,36,20.709,77.007
Akola,27-11-2023,48,2023,11,0,3,25,29,20.709,77.007
Akola,04-12-2023,49,2023,12,0,5,15,20,20.709,77.007
Akola,11-12-2023,50,2023,12,0,7,19,27,20.709,77.007
Akola,18-12-2023,51,2023,12,0,2,25,34,20.709,77.007
Akola,25-12-2023,52,2023,12,0,6,18,27,20.709,77.007
Washim,07-01-2019,2,2019,1,0,5,21,28,20.113,77.133
Washim,14-01-2019,3,2019,1,0,3,17,21,20.113,77.133
Washim,21-01-2019,4,2019,1,0,6,8,15,20.113,77.133
Washim,28-01-2019,5,2019,1,0,5,14,23,20.113,77.133
Washim,04-02-2019,6,2019,2,0,7,18,26,20.113,77.133
Washim,11-02-2019,7,2019,2,0,5,15,21,20.113,77.133
