district,week,week_of_year,year,month,cholera_cases,typhoid_cases,add_cases,total_wb_cases,latitude,longitude,rainfall_mm,rainfall_anomaly_pct,temperature_c,humidity_pct,monsoon_flag,flood_alert,region,sanitation_coverage_pct,od_index,water_access_pct,population_density,urban_pct,wash_index,wash_risk_category,population_2024
Wardha,27-12-2021,52,2021,12,0,2,14,18,20.745,78.599,1.34,35.61,27.7,45.9,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,03-01-2022,1,2022,1,0,1,15,17,20.745,78.599,1.43,17.74,24.8,54.5,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,10-01-2022,2,2022,1,0,3,24,29,20.745,78.599,1.27,5.58,24.3,55.2,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,17-01-2022,3,2022,1,0,1,15,17,20.745,78.599,0,-92.31,25.5,49.7,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,24-01-2022,4,2022,1,0,4,16,21,20.745,78.599,1.3,7.98,23.3,57.2,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,31-01-2022,5,2022,1,0,2,9,12,20.745,78.599,1.67,36.42,24.7,46.7,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,07-02-2022,6,2022,2,0,2,20,25,20.745,78.599,0.51,-25.25,20.7,44.9,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,14-02-2022,7,2022,2,0,0,12,13,20.745,78.599,0.99,32.52,21,50.1,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,21-02-2022,8,2022,2,0,0,12,12,20.745,78.599,0.62,-12.22,21.2,51.3,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,28-02-2022,9,2022,2,1,3,17,22,20.745,78.599,0.83,13,19.4,46.5,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,07-03-2022,10,2022,3,0,5,13,18,20.745,78.599,1.68,67.97,18.2,49.8,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,14-03-2022,11,2022,3,0,4,18,25,20.745,78.599,0.74,-20.67,16,49,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,21-03-2022,12,2022,3,1,1,17,20,20.745,78.599,0.86,-9.55,17.5,62,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,28-03-2022,13,2022,3,0,2,9,15,20.745,78.599,1.75,74.63,19.4,47.6,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,04-04-2022,14,2022,4,0,5,23,28,20.745,78.599,2.03,38.18,21.3,27.7,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,11-04-2022,15,2022,4,0,6,22,28,20.745,78.599,1.66,13.9,21.7,30.2,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,18-04-2022,16,2022,4,1,4,24,32,20.745,78.599,1.7,16.93,21.4,28.3,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,25-04-2022,17,2022,4,0,6,18,27,20.745,78.599,1.18,-17.23,20.2,15.2,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,02-05-2022,18,2022,5,1,2,24,28,20.745,78.599,4.03,38.62,23.4,27.7,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,09-05-2022,19,2022,5,0,1,21,23,20.745,78.599,3.17,9.65,25.1,30.2,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,16-05-2022,20,2022,5,0,5,25,30,20.745,78.599,3.98,36.73,24.1,21.8,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,23-05-2022,21,2022,5,0,6,33,39,20.745,78.599,3.11,7.63,23.8,31.1,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,30-05-2022,22,2022,5,0,2,21,25,20.745,78.599,3.49,20.22,23.2,30.2,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,06-06-2022,23,2022,6,0,0,55,58,20.745,78.599,25.05,-26.47,27.1,77.3,1,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,13-06-2022,24,2022,6,0,4,43,48,20.745,78.599,14.39,-57.65,29.1,74.6,1,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,20-06-2022,25,2022,6,0,4,50,56,20.745,78.599,25.09,-26.37,27.4,73.3,1,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,27-06-2022,26,2022,6,0,5,47,53,20.745,78.599,66.99,96.14,28.3,70.8,1,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,04-07-2022,27,2022,7,0,7,55,64,20.745,78.599,94.72,38.31,28.4,79.3,1,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,11-07-2022,28,2022,7,1,3,45,50,20.745,78.599,104.78,53,29.6,72.3,1,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,18-07-2022,29,2022,7,1,3,48,53,20.745,78.599,70.26,2.64,28.6,66.6,1,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,25-07-2022,30,2022,7,0,2,62,66,20.745,78.599,96.94,41.55,30.6,72.9,1,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,01-08-2022,31,2022,8,0,3,43,46,20.745,78.599,82.91,32.2,31.5,74.4,1,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,08-08-2022,32,2022,8,0,3,50,54,20.745,78.599,76.56,22.1,31,69.2,1,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,15-08-2022,33,2022,8,0,4,56,61,20.745,78.599,111.08,77.06,33.6,83.2,1,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,22-08-2022,34,2022,8,2,9,51,64,20.745,78.599,64.85,3.44,33.1,75.3,1,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,29-08-2022,35,2022,8,1,6,58,67,20.745,78.599,38.78,-38.07,30.4,84.6,1,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,05-09-2022,36,2022,9,1,3,48,53,20.745,78.599,32.33,-31.95,30.5,75.7,1,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,12-09-2022,37,2022,9,0,0,51,54,20.745,78.599,32.24,-32.14,32.3,85.4,1,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,19-09-2022,38,2022,9,0,2,52,56,20.745,78.599,85.2,78.99,32.2,78.9,1,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,26-09-2022,39,2022,9,0,2,44,49,20.745,78.599,50.06,5.26,31.9,75.2,1,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,03-10-2022,40,2022,10,0,4,18,22,20.745,78.599,9.83,-33.76,33.9,47.5,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,10-10-2022,41,2022,10,1,1,20,24,20.745,78.599,23.62,58.24,32.2,53.6,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,17-10-2022,42,2022,10,0,0,20,22,20.745,78.599,24.09,61.38,31.4,53,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,24-10-2022,43,2022,10,0,1,16,18,20.745,78.599,9.83,-33.78,29.8,45.1,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,31-10-2022,44,2022,10,0,5,16,25,20.745,78.599,22.35,49.75,30.4,49.2,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,07-11-2022,45,2022,11,0,3,16,20,20.745,78.599,6.65,52.66,28.8,57.7,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,14-11-2022,46,2022,11,0,3,14,19,20.745,78.599,3.28,-23.7,32,48.9,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,21-11-2022,47,2022,11,0,2,19,21,20.745,78.599,2.75,-35.51,28.2,53,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,28-11-2022,48,2022,11,0,4,19,24,20.745,78.599,8.84,102.18,30.2,55.9,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,05-12-2022,49,2022,12,0,2,9,12,20.745,78.599,0.65,-29.53,29.2,55.8,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,12-12-2022,50,2022,12,0,2,20,24,20.745,78.599,0.68,-26.87,27.4,53,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,19-12-2022,51,2022,12,0,2,18,22,20.745,78.599,0.41,-51.89,27.6,47.8,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,26-12-2022,52,2022,12,0,6,12,19,20.745,78.599,1.13,16.23,27.6,58.5,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,02-01-2023,1,2023,1,0,2,12,18,20.745,78.599,1.1,-7.57,24.5,54.1,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,09-01-2023,2,2023,1,0,4,16,21,20.745,78.599,1.62,31.92,23.9,55.2,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,16-01-2023,3,2023,1,0,2,14,18,20.745,78.599,1.95,57.54,24.8,55.6,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,23-01-2023,4,2023,1,0,2,12,14,20.745,78.599,1.25,3.59,23.3,61.8,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,30-01-2023,5,2023,1,0,4,12,16,20.745,78.599,1.96,58.12,23.9,52,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,06-02-2023,6,2023,2,0,4,12,18,20.745,78.599,0.64,-9.93,22.2,52.8,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,13-02-2023,7,2023,2,0,6,10,17,20.745,78.599,1.08,43.29,22.3,51.2,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,20-02-2023,8,2023,2,0,1,18,21,20.745,78.599,0.49,-27.52,20.7,54.4,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,27-02-2023,9,2023,2,0,4,13,18,20.745,78.599,0.6,-15.29,20.5,45.2,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,06-03-2023,10,2023,3,1,5,17,24,20.745,78.599,1.23,25.79,17.7,53.6,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,13-03-2023,11,2023,3,0,1,14,16,20.745,78.599,1.17,19.36,17.6,55,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,20-03-2023,12,2023,3,0,1,13,14,20.745,78.599,0.93,-3,17.2,49.8,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,27-03-2023,13,2023,3,1,0,12,13,20.745,78.599,0.66,-28.56,18.1,50.4,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,03-04-2023,14,2023,4,1,4,24,31,20.745,78.599,1.87,27.55,22.3,27.7,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,10-04-2023,15,2023,4,0,3,27,32,20.745,78.599,1.84,26.13,20.8,15.9,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,17-04-2023,16,2023,4,0,6,24,32,20.745,78.599,1.83,25.12,19.9,27.2,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,24-04-2023,17,2023,4,0,4,29,34,20.745,78.599,1.08,-23.64,19.9,22,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,01-05-2023,18,2023,5,0,5,26,34,20.745,78.599,2.63,-8.41,24.2,28.9,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,08-05-2023,19,2023,5,0,4,26,32,20.745,78.599,3.81,31.2,24.8,33.1,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,15-05-2023,20,2023,5,0,5,28,35,20.745,78.599,2.04,-28.32,24.8,18.1,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,22-05-2023,21,2023,5,2,3,33,40,20.745,78.599,2.75,-4.52,22.5,33.3,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,29-05-2023,22,2023,5,0,5,25,30,20.745,78.599,5.1,74.22,24.4,24.8,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,05-06-2023,23,2023,6,0,7,49,59,20.745,78.599,36.35,6.55,26.6,80.1,1,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,12-06-2023,24,2023,6,0,2,40,45,20.745,78.599,20.21,-40.62,28.7,69.9,1,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,19-06-2023,25,2023,6,0,0,41,43,20.745,78.599,9.03,-73.32,26.2,75.1,1,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,26-06-2023,26,2023,6,0,7,44,51,20.745,78.599,45.98,34.71,28.9,84.4,1,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,03-07-2023,27,2023,7,1,2,44,48,20.745,78.599,69.99,2.24,31.1,83.6,1,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,10-07-2023,28,2023,7,0,3,47,52,20.745,78.599,106.59,55.64,26.8,73,1,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,17-07-2023,29,2023,7,0,0,54,55,20.745,78.599,74.01,8.11,32.2,80.2,1,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,24-07-2023,30,2023,7,0,1,49,51,20.745,78.599,69.83,2.01,29.3,75.4,1,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,31-07-2023,31,2023,7,1,4,53,59,20.745,78.599,60.07,-12.22,30.9,81.7,1,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,07-08-2023,32,2023,8,2,3,47,52,20.745,78.599,49.5,-21.01,29.4,75.5,1,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,14-08-2023,33,2023,8,0,4,48,55,20.745,78.599,58.77,-6.25,31.8,86.3,1,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,21-08-2023,34,2023,8,0,3,48,52,20.745,78.599,55.33,-11.71,32.3,81.5,1,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,28-08-2023,35,2023,8,0,2,30,35,20.745,78.599,34.33,-45.17,30.7,72.4,1,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,04-09-2023,36,2023,9,0,2,49,52,20.745,78.599,69.21,45.44,31.6,77.4,1,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,11-09-2023,37,2023,9,0,2,52,57,20.745,78.599,49.83,4.77,32.4,74.2,1,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,18-09-2023,38,2023,9,0,2,39,45,20.745,78.599,47.64,0.17,31,73.5,1,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,25-09-2023,39,2023,9,0,7,50,60,20.745,78.599,50.44,6.05,32.3,70.4,1,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,02-10-2023,40,2023,10,0,2,22,24,20.745,78.599,21.01,40.79,29.3,51.3,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,09-10-2023,41,2023,10,0,2,25,30,20.745,78.599,23.19,55.38,33.1,54.9,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,16-10-2023,42,2023,10,0,3,10,15,20.745,78.599,9.1,-38.6,31.3,61.5,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,23-10-2023,43,2023,10,0,1,15,20,20.745,78.599,24.51,64.15,31.4,58.3,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,30-10-2023,44,2023,10,0,1,25,29,20.745,78.599,16.64,11.65,32.2,45.6,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,06-11-2023,45,2023,11,0,2,8,10,20.745,78.599,2.07,-50.91,29,53,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,13-11-2023,46,2023,11,0,1,21,24,20.745,78.599,3.52,-18.13,29.4,42.7,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,20-11-2023,47,2023,11,0,3,23,27,20.745,78.599,3.37,-21.49,28.1,47.4,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,27-11-2023,48,2023,11,0,2,14,17,20.745,78.599,1.8,-57.1,29.4,52.2,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,04-12-2023,49,2023,12,0,2,11,13,20.745,78.599,1.23,25.47,29,46.9,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,11-12-2023,50,2023,12,0,0,22,24,20.745,78.599,0.79,-16.15,26.6,54.4,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,18-12-2023,51,2023,12,0,1,9,13,20.745,78.599,1.22,24.75,27.1,59.9,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Wardha,25-12-2023,52,2023,12,0,3,20,24,20.745,78.599,1.1,12.7,27,50,0,0,vidarbha,73.9,0.26,81.2,189,41,0.7684,Low,1300000
Nagpur,07-01-2019,2,2019,1,0,5,45,51,21.149,79.088,1.31,6.17,23.7,36.2,0,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,14-01-2019,3,2019,1,0,5,50,62,21.149,79.088,1.55,24.62,25.3,58.5,0,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,21-01-2019,4,2019,1,0,3,41,51,21.149,79.088,1.35,9.72,22,54.5,0,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,28-01-2019,5,2019,1,0,5,36,46,21.149,79.088,0.7,-39.72,25.7,57.2,0,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,04-02-2019,6,2019,2,0,12,50,64,21.149,79.088,0.39,-40.88,21.8,51.1,0,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,11-02-2019,7,2019,2,0,4,36,44,21.149,79.088,0.51,-27.49,21.2,47.9,0,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,18-02-2019,8,2019,2,0,9,37,49,21.149,79.088,0.18,-66.59,22.4,53.9,0,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,25-02-2019,9,2019,2,1,6,32,43,21.149,79.088,1.01,32.58,22.9,53.4,0,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,04-03-2019,10,2019,3,0,8,47,60,21.149,79.088,1.41,39.53,18.1,49.7,0,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,11-03-2019,11,2019,3,1,8,54,70,21.149,79.088,0.98,-0.11,17,57.2,0,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,18-03-2019,12,2019,3,0,7,48,58,21.149,79.088,0.99,0.83,15.5,54.6,0,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,25-03-2019,13,2019,3,0,3,41,49,21.149,79.088,1.61,58.68,17.4,46.3,0,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,01-04-2019,14,2019,4,2,9,70,84,21.149,79.088,2.68,76.99,21.6,26.5,0,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,08-04-2019,15,2019,4,0,10,88,102,21.149,79.088,1.92,28.67,20.5,17.8,0,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,15-04-2019,16,2019,4,0,11,79,93,21.149,79.088,2.03,35.9,22,34.8,0,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,22-04-2019,17,2019,4,1,15,79,98,21.149,79.088,1.6,8.44,21.6,28.8,0,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,29-04-2019,18,2019,4,0,10,87,101,21.149,79.088,2.48,64.23,20.6,27.1,0,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,06-05-2019,19,2019,5,0,9,80,90,21.149,79.088,2.82,-3.96,24.5,32.3,0,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,13-05-2019,20,2019,5,1,12,83,101,21.149,79.088,5.1,71.04,24.2,25.9,0,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,20-05-2019,21,2019,5,0,10,87,101,21.149,79.088,1.23,-56.17,24.2,21.9,0,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,27-05-2019,22,2019,5,1,13,76,91,21.149,79.088,5.89,97.14,24.7,20.7,0,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,03-06-2019,23,2019,6,0,15,150,168,21.149,79.088,36.6,5.27,28.2,83.7,1,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,10-06-2019,24,2019,6,0,9,147,163,21.149,79.088,42.54,22.3,29,79.3,1,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,17-06-2019,25,2019,6,0,10,138,153,21.149,79.088,32.62,-6.13,26,72,1,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,24-06-2019,26,2019,6,2,17,129,154,21.149,79.088,38.4,10.43,27.6,66.7,1,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,01-07-2019,27,2019,7,1,8,144,158,21.149,79.088,40.52,-41.86,30.3,74.7,1,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,08-07-2019,28,2019,7,0,9,139,152,21.149,79.088,73.01,4.65,29.8,71.5,1,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,15-07-2019,29,2019,7,0,7,126,137,21.149,79.088,65.58,-5.99,30.3,80.1,1,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,22-07-2019,30,2019,7,4,9,149,165,21.149,79.088,84.07,20.47,31.9,86,1,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,29-07-2019,31,2019,7,2,16,148,178,21.149,79.088,78.36,12.3,29,83.6,1,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,05-08-2019,32,2019,8,1,9,130,148,21.149,79.088,51,-20.15,30.5,75.9,1,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,12-08-2019,33,2019,8,1,7,156,167,21.149,79.088,95.62,49.58,30.8,85.8,1,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,19-08-2019,34,2019,8,3,11,153,174,21.149,79.088,110.32,72.54,29.4,73.2,1,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,26-08-2019,35,2019,8,0,9,159,170,21.149,79.088,93.41,46.13,31.2,83.4,1,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,02-09-2019,36,2019,9,0,10,146,157,21.149,79.088,32.27,-33.36,31.1,83.2,1,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,09-09-2019,37,2019,9,1,10,126,150,21.149,79.088,43.12,-11.02,30.7,75.9,1,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,16-09-2019,38,2019,9,1,14,144,165,21.149,79.088,78.67,62.17,32.6,75.9,1,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,23-09-2019,39,2019,9,1,9,147,161,21.149,79.088,37.35,-22.9,31.3,75.9,1,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,30-09-2019,40,2019,9,1,9,154,171,21.149,79.088,71.46,47.34,30.9,72.8,1,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,07-10-2019,41,2019,10,1,6,68,75,21.149,79.088,18.85,24.03,33.6,54.8,0,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,14-10-2019,42,2019,10,0,4,59,64,21.149,79.088,20.18,32.74,31.9,57.1,0,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,21-10-2019,43,2019,10,1,10,60,78,21.149,79.088,10.09,-33.3,29.4,56.7,0,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,28-10-2019,44,2019,10,1,8,63,80,21.149,79.088,15.58,2.64,30.9,51.2,0,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,04-11-2019,45,2019,11,0,9,67,80,21.149,79.088,5.49,24.01,31.5,55.3,0,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,11-11-2019,46,2019,11,0,8,59,71,21.149,79.088,4.45,0.96,30.4,51.7,0,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,18-11-2019,47,2019,11,0,3,59,67,21.149,79.088,3.37,-22.93,28.2,59.6,0,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,25-11-2019,48,2019,11,2,5,68,81,21.149,79.088,5.67,28.01,29.3,59.1,0,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,02-12-2019,49,2019,12,0,5,46,55,21.149,79.088,1.26,25.88,28.3,55.6,0,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,09-12-2019,50,2019,12,1,6,36,46,21.149,79.088,1.13,14.2,27.5,57.1,0,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
Nagpur,16-12-2019,51,2019,12,0,3,43,53,21.149,79.088,1.12,13.41,29.8,56.2,0,0,vidarbha,83.7,0.16,90.1,289,72,0.8632,Low,4653000
